Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
50.0,-3.0255,2.9859,-1.9344,3.8256,-0.7835,-0.9654,-2.3493,0.7584,-2.2478,-3.1722,2.1587,-3.4839,-0.8475,-4.5128,0.5247,-1.8432,-3.1924,-0.0893,0.5256,0.3498,0.5134,-0.1488,-0.5152,0.3612,0.0823,0.1679,0.2789,-0.1894,120.0,1.0
200.0,-4.0619,-3.0628,2.2756,3.4593,2.2356,-0.6635,1.2235,-0.187,-0.7565,-0.4362,-0.5123,-0.6023,0.8635,-2.6443,1.4367,0.9145,0.8792,1.8172,0.3413,1.6578,0.7834,0.5564,1.4892,-0.3645,0.3657,-0.1238,-0.2123,0.0724,749.0,1.0
300.0,-3.4821,2.3852,-0.4571,2.8147,-0.5681,-0.2543,0.8135,-0.3691,-0.6928,-1.6452,2.7845,-5.6831,0.3592,-1.7841,-0.7623,-2.5432,-5.3345,-2.9821,-1.8432,-0.5294,-0.3782,-1.0547,0.2531,-0.1348,-0.0985,-0.5139,0.0823,-0.1948,289.12,1.0
400.0,-5.3198,1.9823,-3.0165,3.4718,-2.5431,-2.3278,-3.2456,-0.6171,-0.3674,-5.9628,4.5683,-9.8423,0.2831,-6.2791,-0.0342,-7.8341,-11.8732,-5.4839,0.4397,-0.2759,0.6598,0.2956,-0.4237,-0.0875,0.3275,-0.4598,-0.8943,0.6532,102.57,1.0
500.0,0.8746,3.219,-3.9851,4.7015,3.9821,-0.8432,1.8276,-0.3675,-1.9431,-3.1729,3.0198,-6.2845,1.7365,-5.9147,-0.6987,2.8731,7.2981,3.4271,-3.4675,0.1653,-0.4876,-0.7638,-0.6743,-1.8531,1.7832,0.6989,-0.0216,0.2332,25.0,1.0
600.0,0.1155,4.2837,-5.4279,5.9635,0.9231,-4.5419,-2.0351,0.2171,-3.4875,-5.9834,6.4295,-9.5732,-0.4943,-9.5632,-0.7015,-3.1418,-1.6832,0.1423,-2.7856,0.5412,0.4873,-0.6813,-0.6235,0.1713,1.7582,0.6823,0.8927,0.6791,3.92,1.0
700.0,0.0599,4.4863,-5.6832,5.6847,1.3684,-3.7542,-1.2358,0.3419,-3.5483,-5.7892,6.9232,-8.8401,0.791,-9.5327,-1.457,-2.3875,-1.8631,0.9235,-1.6453,0.6738,0.4175,-0.5829,-0.7125,-0.8311,1.9818,0.6523,0.8436,0.5284,10.0,1.0
800.0,0.4371,4.0235,-5.0321,5.7684,1.8753,-3.3681,-1.0492,-0.3145,-3.2143,-5.3897,6.2719,-8.1723,-0.8735,-8.1354,-0.4215,-2.4657,-2.8791,-1.3725,-2.7283,0.3857,0.2941,-0.7012,-0.5934,-0.6423,1.6831,0.6739,0.5982,0.4691,50.0,1.0
900.0,0.4218,4.1176,-5.9723,5.9536,1.7291,-3.5178,-0.9674,0.0994,-3.7723,-5.2372,7.5632,-7.9623,0.6503,-8.8921,-1.5543,-2.0364,-2.1303,1.3731,-2.1803,0.4763,0.3729,-0.6423,-0.6187,-0.1973,1.7638,0.5425,0.5897,0.4939,3.5,1.0
1000.0,0.6146,2.6723,-5.3897,5.4782,-1.5837,-1.9721,-4.9827,1.3582,-0.6481,-5.2739,5.9813,-6.8974,1.8594,-5.7896,0.5162,-4.3958,-5.7286,-0.9831,2.4761,0.6321,0.7294,0.1234,0.8015,-0.5834,-1.9234,0.4241,0.6372,0.1072,2.04,1.0
