Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
8012.0,0.299821,2.10574,-1.371232,3.470598,-1.278313,-0.762096,-0.91841,0.084389,-0.188267,-3.174391,3.951052,-6.047227,0.229596,-7.934634,0.010721,-2.153623,-4.037149,-1.222123,-1.847884,0.263908,0.0275,-0.044394,0.088393,-0.022797,0.274714,0.023684,0.414606,0.239542,0.0,1.0
8623.0,0.676574,3.392562,-3.671283,6.134765,-0.867349,-1.872607,-0.506281,0.196762,-1.244523,-4.906283,5.458793,-9.282734,0.491067,-9.967864,0.245279,-3.163535,-3.924634,-1.112734,-0.391042,0.309623,0.315834,0.048193,0.172193,0.091742,0.43212,0.11651,0.496343,0.312456,112.78,1.0
9237.0,-1.287452,5.681935,-8.634789,7.976392,-0.839448,-1.918234,-2.724681,0.318964,-3.237648,-8.201475,9.202314,-13.493281,-0.39383,-10.972184,-0.385024,-3.530695,-4.506378,-1.253283,-1.874839,0.267342,0.146475,-0.267183,-0.031578,0.174586,0.826329,0.21475,1.032754,0.472381,350.09,1.0
9326.0,-2.374658,6.782463,-11.423189,9.401235,-0.462946,-2.505789,-3.72958,0.40835,-4.274958,-10.344765,11.634287,-17.164715,-0.124568,-13.746293,-0.612527,-5.608271,-7.264293,-2.024573,-1.098237,0.359581,0.157432,0.021853,0.225406,-0.048584,0.579628,0.214197,1.427482,0.539614,450.14,1.0
9899.0,0.529384,4.753932,-8.76492,7.243928,-1.295604,-3.116845,-3.28439,0.276412,-3.104578,-7.384039,8.987238,-13.444812,0.641528,-11.238945,-0.37412,-4.287156,-6.238512,-1.468038,-1.439234,0.412398,0.179835,-0.096823,-0.148692,-0.082563,0.638592,0.295678,0.949045,0.529672,198.45,1.0
10457.0,-1.784927,6.013195,-9.482746,8.836751,-0.972729,-1.621564,-2.017495,0.332354,-4.583945,-8.509473,9.376925,-14.532317,-0.342784,-11.543784,-0.58262,-4.378002,-6.546278,-1.472619,-1.062398,0.367973,0.172839,0.019246,0.275923,-0.090537,0.567438,0.132508,1.052847,0.487652,310.63,1.0
11003.0,-2.769384,5.102643,-11.234684,10.837234,-0.738293,-2.308791,-3.505839,0.295672,-3.926475,-9.218574,10.983294,-16.915723,-0.256784,-13.213674,-0.473584,-5.106794,-7.128945,-1.883745,-1.785283,0.409247,0.198354,0.026739,0.128384,-0.067192,0.637249,0.229431,1.382473,0.514573,254.67,1.0
11439.0,-2.029473,6.583728,-13.947329,11.298031,-0.492384,-2.604783,-3.629574,0.412748,-4.401438,-10.276548,12.385947,-17.295873,0.197295,-14.234873,-0.583279,-5.672184,-8.054345,-2.029584,-1.048759,0.384672,0.173592,0.049382,0.239582,-0.072849,0.574239,0.218429,1.523948,0.583782,407.21,1.0
11736.0,0.872395,4.174638,-7.169382,7.350392,-1.459492,-3.759237,-3.319042,0.268493,-2.908475,-7.146574,8.749462,-13.056794,0.536273,-11.725084,-0.392408,-3.906749,-5.173948,-1.193847,-1.450923,0.428573,0.180573,-0.078392,-0.113849,-0.049372,0.587239,0.314376,0.928173,0.520374,273.69,1.0
12633.0,-1.064293,5.529648,-10.874362,9.496272,-0.759483,-2.517348,-3.489573,0.300783,-3.934275,-8.983759,10.659827,-15.863904,-0.27468,-12.974823,-0.454839,-5.218423,-7.016594,-1.728957,-1.674839,0.378393,0.163739,0.033452,0.209457,-0.086437,0.624957,0.257329,1.318437,0.492837,512.45,1.0
