Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
500.0,-2.789,1.672,3.567,4.013,-0.342,-1.123,-1.567,0.987,-1.776,-1.234,2.345,-1.765,-0.432,-3.768,0.276,-1.034,-2.145,0.153,0.478,0.126,0.567,0.023,-0.342,0.332,0.056,0.187,0.245,-0.156,0.0,1.0
515.0,-2.987,-1.126,1.089,3.456,1.231,-0.876,0.345,-0.089,-0.267,-0.876,-0.345,-0.567,0.789,-1.324,1.987,0.654,0.567,1.231,0.289,2.221,0.654,0.456,1.245,-0.287,0.234,-0.134,-0.256,0.045,550.0,1.0
4960.0,-2.45,1.587,-0.456,2.567,-0.823,-0.079,0.456,-0.345,-0.234,-1.345,2.123,-5.678,0.013,-1.234,-0.567,-2.123,-4.567,-2.234,-1.321,-0.432,-0.234,-0.789,0.154,-0.078,-0.167,-0.543,0.029,-0.159,245.0,1.0
7002.0,-4.123,1.239,-2.345,2.678,-1.034,-1.234,-3.456,-0.234,-0.256,-4.678,4.123,-10.567,0.245,-6.123,-0.067,-7.123,-12.345,-5.123,0.312,-0.145,0.567,0.178,-0.456,-0.056,0.234,-0.678,-0.812,0.754,61.0,1.0
7599.0,1.056,3.567,-4.123,4.89,3.123,-1.234,1.789,-0.345,-1.123,-2.987,2.234,-4.123,1.678,-5.123,-0.123,2.567,6.123,3.123,-2.789,0.034,-0.345,-0.678,-0.567,-1.678,1.678,0.567,-0.017,0.145,1.2,1.0
7603.0,0.005,4.234,-6.123,6.456,0.678,-3.123,-1.234,0.123,-2.678,-6.123,5.456,-9.123,-0.278,-10.456,-0.678,-2.123,-1.023,0.123,-1.678,0.457,0.456,-0.567,-0.345,0.129,1.456,0.501,0.724,0.516,1.3,1.0
7619.0,0.025,4.123,-6.456,6.345,1.123,-2.678,-1.234,0.234,-3.123,-6.234,6.789,-8.123,0.678,-10.345,-1.123,-1.346,-1.756,0.789,-1.234,0.567,0.234,-0.456,-0.678,-0.789,1.567,0.545,0.725,0.498,1.1,1.0
7627.0,0.3,3.123,-5.678,6.234,1.678,-2.456,-0.345,0.123,-2.234,-5.235,4.234,-8.234,-0.456,-9.789,-0.234,-0.789,1.123,0.478,-2.234,0.234,0.123,-0.567,-0.345,-0.123,1.456,0.567,0.456,0.405,1.5,1.0
7532.0,0.321,3.901,-5.123,6.012,1.533,-2.765,-0.567,0.067,-2.567,-4.978,6.123,-7.345,0.234,-9.456,-1.123,-0.346,0.789,1.456,-1.789,0.457,0.345,-0.123,-0.789,-0.234,1.567,0.489,0.512,0.398,1.4,1.0
7602.0,0.7,2.678,-5.234,4.123,-1.678,-1.345,-3.456,1.012,-0.456,-4.567,5.012,-7.234,1.567,-6.79,0.512,-3.123,-4.678,-0.678,2.567,0.456,0.567,0.123,0.601,-0.345,-1.89,0.345,0.589,0.097,1.2,1.0
7682.0,0.678,2.789,-5.345,4.567,-2.012,-2.345,-3.123,0.89,-0.234,-5.789,4.123,-8.123,0.456,-6.345,1.234,-3.567,-3.789,-1.234,1.89,0.401,0.452,-0.012,0.78,0.456,-1.567,0.301,0.601,0.134,1.3,1.0
