Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
100.0,-1.1456423412,2.2353710891,-1.3452823546,3.5534290789,-0.4371620825,-1.235126583,-2.7174162067,1.2543290835,-2.6572912299,-2.3932854733,2.6329122543,-2.5924272954,-0.5271223282,-4.0429340824,0.3284721286,-1.1476264568,-2.6237467254,-0.1324234599,0.2436275251,0.0549864736,0.5153720956,-0.149372651,-0.5740283638,0.2937281442,0.1326145223,0.1839259253,0.2349145307,-0.1037285264,150.5,1.0
121.0,-2.9874235109,-3.2483727059,1.1887168547,3.1253812874,1.2345895647,-1.0457135428,0.4152348431,-0.1537845694,-0.3098057196,-1.0674126725,-0.2877736955,-0.4982719502,0.6724385576,-1.8952140256,2.1342809432,0.7546283149,0.7527984145,1.6328013157,0.3115378921,2.2430957929,0.5634678113,0.4325864781,1.5320743156,-0.2940837112,0.2657085449,-0.1353956918,-0.2439264178,0.0451632951,530.8,1.0
300.0,-1.9684056354,1.869352742,-0.4792823045,2.6740603753,-0.6567124398,-0.2087169378,0.5753459714,-0.4954535907,-0.1542983725,-1.6133950168,2.0434178653,-6.2459700162,0.0542788743,-1.4528036318,-0.6234295672,-2.1029172293,-4.5923096468,-2.7867649349,-1.4735389433,-0.5320737379,-0.3143857392,-0.874296219,0.1541026476,-0.0947369356,-0.1924087273,-0.5164274899,0.0481123678,-0.1632029386,244.4,1.0
575.0,-4.2829637827,1.5478325417,-2.4850143285,2.6985436173,-1.0590245897,-1.8131053616,-3.2954129084,-0.2128765437,-0.3152262994,-4.7594039261,4.8569123456,-11.475813225,0.2476213832,-6.5493215432,-0.0257436195,-7.2831420587,-12.0972345694,-5.0352879623,0.2843349562,-0.1536783912,0.6520987092,0.1971534753,-0.3975836732,-0.0983148955,0.2649105203,-0.6342876848,-0.8273565724,0.8124529843,59.7,1.0
830.0,1.0634123957,3.2142560958,-4.5338163975,4.3985328763,3.5234521346,-1.2371927451,1.5287432475,-0.4653249205,-1.3456751382,-2.3549238575,2.1584208326,-4.9873066174,1.5134757825,-5.8934765783,-0.3982367451,2.4759182367,6.5234781342,3.2393582017,-2.8903741375,0.1083427049,-0.3253279156,-0.7375602371,-0.6928341548,-1.6574524361,1.3264897485,0.5637421847,-0.0165381475,0.1452918472,1.4,1.0
1021.0,0.1356218305,4.0421741647,-6.3459780132,6.9357325481,0.7520984653,-3.4758232079,-1.7820515402,0.1395724933,-2.6239101842,-6.253042512,5.8125471342,-10.0734627915,-0.3082145983,-10.5861247534,-0.7321948579,-2.1320491038,-1.2033436849,0.1954726145,-1.7394671283,0.5361536097,0.4652780988,-0.6093241394,-0.5220947107,0.1095424683,1.3753152487,0.3970623681,0.8153742892,0.4723857324,1.0,1.0
1228.0,-0.0289453672,4.2014725143,-6.6147925074,6.1423658273,1.238401486,-2.6297035172,-2.7409282751,0.2871684257,-2.945673721,-5.9112347238,6.4453385271,-9.2374613026,0.7943680296,-10.8320894526,-1.4231879515,-1.7123749272,-1.7525489371,0.7865432869,-1.4230174854,0.6458391742,0.5728471092,-0.5923890844,-0.6783274618,-0.8943795621,1.4952871491,0.5149274158,0.5793581296,0.4812982174,1.0,1.0
1431.0,0.3547391935,3.627268417,-5.4382541875,6.1567295428,1.7125018602,-2.3154216087,-1.0126641594,0.2178437987,-2.1267932569,-6.1245734875,5.1439023172,-8.5638138598,-0.972481037,-9.0323481654,-0.2587106191,-0.9323959442,1.5121032156,0.7561748321,-2.114313957,0.3191875206,0.2135462087,-0.6345601023,-0.484685285,-0.7265841652,1.3089728294,0.512657938,0.5212743085,0.3845027603,1.0,1.0
1986.0,0.2608319418,3.8750974135,-5.4986780163,5.8723782415,1.4530162842,-2.574139462,-0.6417543787,0.0476202869,-2.5234769271,-5.4589435796,6.2126973145,-7.4221048173,0.4713940571,-9.4542672435,-1.2431028178,-0.5243247184,0.8140553106,1.4376295805,-1.5240391162,0.4619327976,0.1935871102,-0.5491834023,-0.5992383166,-0.2393284621,1.4570074729,0.3982737192,0.4923081424,0.4135914402,1.0,1.0
2654.0,0.8745230392,2.1527401357,-4.7214006932,4.2843548378,-1.9341298471,-1.862730472,-3.748499217,0.8926271954,-0.5249826741,-4.8763729847,5.6353825684,-7.2549483485,1.7546282058,-6.102857621,0.3426214893,-3.5726170253,-4.7283920374,-0.7850247412,2.6328658271,0.5729143561,0.6724982059,0.204984132,0.6145060392,-0.3287237461,-1.7520489162,0.5411118353,0.5842934051,0.0957048201,1.0,1.0
3215.0,0.6998401231,2.5632724939,-5.1762843256,4.3972030124,-2.3150279849,-3.1125070985,-3.5470024704,0.7819355429,-0.2431787245,-5.5273615838,4.8312659721,-7.6347350128,0.5736412089,-6.8039417181,1.1039082412,-3.5925173289,-3.5624321843,-1.2736849234,1.5520131085,0.4124319756,0.5987032053,-0.0129350456,0.6393841548,0.4815334503,-1.9382730521,0.2017453785,0.6016812893,0.1296487315,1.0,1.0
3772.0,1.1832751283,2.0967836557,-4.7891529872,3.9572038527,-1.3824978418,-2.0317203149,-3.2187048109,0.7512948719,0.3894736182,-3.7981479381,3.8729871526,-7.1264720851,0.1874035268,-5.3784730682,1.7274823912,-2.7483620398,-1.5371282076,-0.5738109244,1.3892743157,0.1534639858,0.2580389476,-0.0782491063,0.6724856271,-0.2976824814,-2.0127364927,0.3874054387,0.4891028271,0.0219873623,1.0,1.0
4333.0,-1.7568419763,2.9836714509,-3.8924275103,2.4923075834,-1.5894352864,-1.6742892106,-3.5324079839,1.4923748094,-1.1062845721,-6.0462719835,5.2375940118,-7.2649872831,1.5230381023,-6.3054278312,-0.5427819735,-2.4829397014,-4.8931390485,-0.4619828145,0.2917283945,0.2789025734,0.5081370282,-0.5729845028,-0.0622895839,-0.3873248954,0.1396728924,0.2987382714,0.2272283745,0.1681275839,1.0,1.0
4564.0,-1.8910432184,3.1248710419,-3.6831842955,2.8239471289,-2.0074968271,-2.5321738391,-3.4870943872,1.3429240375,-0.6729835166,-6.2018948672,4.2375141031,-8.4372163862,0.3842721049,-6.7938025074,0.1392875428,-2.5729283129,-4.3982748028,-1.0397329861,-0.1435279612,0.3278943782,0.4650842153,-0.6037285019,0.0284816497,0.4219857289,0.0760129182,0.2715084098,0.5489274187,0.3697432024,1.0,1.0
4872.0,0.7592310827,4.1983743677,-7.2988264919,7.1322385029,0.8546234273,-2.8313478612,-1.4524089274,0.5382187389,-2.4517162865,-3.8747298535,6.2725384828,-7.5934061278,0.7845121958,-9.0986284024,-0.5487938124,-1.1738264251,1.6391859246,1.7280349142,-0.0484978294,0.4823728945,0.3720143028,0.1423705859,0.2318045672,-0.2438512189,-0.9934257826,0.4372082937,0.5891204716,0.1624719382,1.0,1.0
5326.0,-1.6732791879,3.9528127314,-5.8435921731,5.5842083541,1.2435019867,-2.9260174598,-1.752960217,0.5628372102,-3.6725029362,-7.3216507594,7.2468972314,-10.374139596,-0.3823194024,-11.5467386218,-2.1581334726,-2.6473436284,-3.5172531983,0.1283420496,-2.0482170834,0.5817363195,0.6082968458,-0.4134910929,-0.7161024397,-0.2891496475,1.1083725083,0.3125671984,0.8874712092,0.5228395076,1.0,1.0
5984.0,-0.6742132984,4.2863976352,-6.8749152344,6.5127623987,0.5234620195,-2.9344821054,-2.3479820618,0.4730147628,-3.0549384094,-6.7235905943,7.5629310874,-9.7375021568,0.038193482,-10.9859265037,-1.2738173241,-2.5829470348,-2.9931262713,0.0957413289,-1.4823620427,0.6082493782,0.5046780392,-0.5810047834,-0.5328239084,-0.2784871395,1.609873542,0.5284235429,0.8720254829,0.5361821948,1.0,1.0
