Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
330.6,-1.342,1.497,-1.578,3.494,-0.413,-1.276,-2.251,1.122,-2.461,-2.189,2.957,-2.647,-0.482,-3.914,0.314,-0.984,-2.54,-0.03,0.659,0.146,0.471,0.01,-0.307,0.274,0.066,0.203,0.388,-0.122,3.53,1.0
789.2,-3.014,-2.797,1.11,2.883,1.289,-1.214,0.473,-0.078,-0.319,-0.983,-0.366,-0.487,0.486,-1.491,2.208,0.513,0.669,1.992,0.237,2.364,0.831,0.365,1.688,-0.245,0.252,-0.123,-0.297,0.055,450.59,1.0
5910.5,-1.992,1.772,-0.345,2.701,-0.719,-0.125,0.733,-0.311,-0.291,-1.245,2.223,-6.41,0.054,-1.293,-0.618,-2.005,-4.48,-2.417,-1.274,-0.382,-0.296,-0.821,0.168,-0.065,-0.134,-0.482,0.046,-0.137,155.34,1.0
8053.6,-3.875,1.465,-2.382,2.899,-1.026,-1.356,-3.374,-0.191,-0.218,-4.52,4.658,-10.432,0.176,-6.462,-0.005,-6.879,-11.415,-4.789,0.329,-0.153,0.522,0.244,-0.389,-0.044,0.211,-0.597,-0.801,0.924,67.45,1.0
8543.8,1.098,2.903,-4.212,4.234,3.555,-1.487,1.474,-0.412,-1.109,-2.094,1.871,-4.342,1.282,-5.813,-0.288,2.315,6.543,2.753,-2.619,0.011,-0.349,-0.675,-0.622,-1.485,1.317,0.53,-0.002,0.167,2.78,1.0
9358.1,0.023,3.974,-5.867,6.012,0.698,-3.081,-1.413,0.131,-2.795,-5.781,5.292,-9.413,-0.227,-10.221,-0.563,-1.843,-1.028,0.102,-1.745,0.434,0.296,-0.574,-0.485,0.111,1.328,0.428,0.688,0.462,3.15,1.0
9402.7,0.02,4.05,-6.007,6.124,1.258,-2.293,-1.477,0.256,-3.055,-5.698,6.271,-8.549,0.579,-10.262,-1.185,-1.517,-1.538,0.702,-1.214,0.502,0.327,-0.532,-0.608,-0.67,1.483,0.45,0.693,0.442,1.9,1.0
9432.9,0.362,3.454,-5.237,5.967,1.472,-2.131,-0.654,0.112,-2.034,-3.889,4.312,-7.971,-0.645,-8.654,-0.237,-0.634,1.131,0.672,-1.994,0.292,0.112,-0.605,-0.472,-0.614,1.33,0.531,0.464,0.372,1.1,1.0
9456.7,0.309,3.579,-5.179,5.193,1.231,-2.293,-0.643,0.058,-2.341,-4.302,6.189,-7.162,0.309,-8.861,-1.149,-0.421,0.652,1.338,-1.437,0.371,0.184,-0.433,-0.543,-0.187,1.647,0.558,0.467,0.351,2.6,1.0
9842.0,0.606,2.152,-4.769,3.892,-1.665,-1.311,-3.467,0.957,-0.343,-4.211,5.412,-6.456,1.443,-5.969,0.361,-2.778,-4.43,-0.546,2.079,0.456,0.488,0.184,0.507,-0.287,-1.632,0.268,0.514,0.091,0.9,1.0
9918.6,0.564,2.292,-4.754,4.189,-1.986,-2.345,-3.344,0.812,-0.101,-4.781,4.567,-7.433,0.548,-6.282,1.072,-2.944,-3.652,-0.912,1.299,0.381,0.476,0.002,0.6,0.295,-1.698,0.305,0.594,0.128,16.14,1.0
