Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
123.0,-1.3973412345,2.0243992345,-1.7853492345,2.4543242345,-0.9823492345,-1.3398492345,-3.2698492345,1.7982346234,-3.2340298345,-3.9876429345,3.5423498392,-3.4950239345,-1.2345678123,-3.2982393451,0.2392346234,-2.3982393451,-3.1672393451,-1.4382393451,1.2982346234,0.1982346234,0.9923492345,-0.0234534534,-0.4023496234,0.3623492345,0.1123495342,0.2145349872,0.3896234312,-0.2382398345,124.99,1.0
159.0,-2.5543212345,-1.3401239234,2.3242391234,2.889482345,-0.9293482345,-2.1489304912,-3.873202345,1.7159823452,-3.349987995,-4.223492834,3.849582345,-3.023454836,-2.198232345,-4.839582345,0.2159821374,-1.0912834925,-3.443295142,-0.2998284623,0.889234692,0.1923482954,0.699358345,-0.345983245,-0.532983475,0.3023482945,0.0412394834,0.1834923845,0.1927345623,-0.1512349852,234.45,1.0
279.0,-3.1239872345,0.6598239484,-0.9812384923,2.568239345,-1.5632149823,-0.9845723412,0.983742395,-0.893483245,-0.3425394834,-1.3183948234,2.8234928345,-5.984732348,0.1038470153,-1.3940289347,-0.5629138942,-2.9347505734,-5.2439253498,-1.9340283947,-0.9328349072,-0.320439875,0.384750345,-0.737394875,0.1639384755,-0.0729384752,-0.13987453,-0.3817492875,0.139487235,-0.1429349857,379.99,1.0
349.0,-3.8392482345,2.1437112834,-2.658329485,3.5429384593,-1.28932493,-0.8381940284,-2.4593847508,-1.202938475,0.4793847509,-4.459283475,4.9238590234,-9.4562918302,0.189439845,-4.230489237,-0.2025894285,-4.392857392,-7.938475983,-5.1928475392,0.9034836752,0.2309834759,0.8123498534,-0.0298364575,-0.4892384579,-0.0832479845,0.2438579237,-0.3827497385,-0.739483275,-0.1259834752,218.66,1.0
456.0,0.1345784389,3.5834932946,-4.7463845759,5.1283745895,3.9283746283,-1.7384956735,1.8834739043,-0.8210347539,-2.6474834758,-2.1823742095,2.2893847589,-5.182374009,2.2893745234,-7.3823748493,-0.5847385739,2.2283745956,5.4739943822,2.9832745834,-3.1847385739,0.0963747352,-0.273457485,-0.5834758463,-0.8234865,-1.2874563483,1.3283748956,0.4834759234,-0.239344875,0.1759348735,89.99,1.0
509.0,0.0234922843,3.3294738476,-5.9385734634,6.239847435,0.1038492834,-2.0298387401,-1.4827394853,0.2038492385,-3.057489347,-5.4832734938,6.0293847584,-8.239485,-0.0194734871,-9.983484375,-0.4932834752,-1.2378648374,0.0847503948,1.203493857,-2.283748394,0.5963849284,0.4372093584,-0.5982398475,-0.493028974,-2.849283747,1.3745983478,0.9238439,0.6793845729,0.3894835729,190.38,1.0
568.0,0.0359028394,4.2579283458,-6.2375734754,6.8434927534,0.2938474534,-2.5948394873,-1.938457345,0.4829384758,-3.2485738459,-5.392857284,5.4398273848,-9.34857385,0.6723948574,-10.84928347,-1.092374857,-2.1903948578,-0.1298473948,1.239578949,0.0948374852,0.4839245,0.2934874586,-0.9374982349,-0.8398475728,0.4932874598,1.4947589,0.49387482,0.6839473928,0.4938479873,119.55,1.0
635.0,0.1823948376,3.7289483945,-5.2039847395,5.8394723948,1.5785934751,-2.0284723943,-0.8923475938,0.1837492853,-2.8194729384,-4.8023492384,3.4824938475,-8.563849348,-0.9834934756,-8.487329438,-0.5023849237,3.4823857394,7.2384759824,3.9473028553,-3.5723857394,0.3492837583,-0.2938475834,-0.6523847394,-0.8392398479,-1.239483479,1.2398475,0.4293847329,0.3849475829,0.1473845729,49.99,1.0
693.0,0.5934823752,3.273948496,-6.9938283924,7.859374895,0.9834729837,-3.2948375824,-2.84938475,0.5948739847,-4.5648394875,-8.485739284,8.394857875,-10.938475,-0.6938475923,-12.98374284,-1.493847572,-2.849837482,-1.984739274,1.49039582,-3.293847524,0.7923093847,0.7842395873,-0.748293847,-0.394823975,0.4293847537,1.8492083947,0.9203482573,0.4938475928,0.9853752839,2.58,1.0
784.0,0.7834294857,2.429348579,-5.892374596,4.238475934,-1.984729834,-1.983459843,-3.1928473948,0.9058394751,-0.6482394878,-4.4923874785,5.3948573948,-7.4938473,1.9837494783,-7.2398474,0.7394873924,-3.84983247,-5.3948573948,-0.7593847394,2.893847503,0.459483929,0.583929857,0.1039492834,0.703927348,-0.3145747384,-1.7492384739,0.5793847539,0.6938475729,0.2838492875,3.99,1.0
872.0,0.9838474957,2.102938479,-5.39485738,3.394857395,-1.3948573948,-1.834934892,-2.2938472398,0.6403958374,0.4023847932,-3.102938475,4.3029384758,-6.849384735,0.2837483947,-5.839472938,1.4823945739,-2.84938457,-1.2938476098,-0.4937284739,2.1029384758,0.384723983,-0.3492837498,-0.4938475834,-0.8392387451,-0.682493847,-1.2938472029,0.4938479523,0.5783957283,0.8432902348,99.99,1.0
