Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
102.0,-1.234567,0.987654,-1.876543,2.345678,-0.456789,-1.567890,-2.678901,1.789012,-2.890123,-2.901234,3.012345,-2.123456,-0.234567,-4.345678,0.456789,-1.678901,-2.789012,-0.345678,0.567890,0.678901,0.789012,-0.890123,-0.901234,0.012345,0.123456,0.234567,0.345678,-0.456789.1,123.45,1
204.0,-2.345678,1.876543,-1.765432,3.456789,-0.56789,-1.678901,-2.789012,1.890123,-2.901234,-2.012345,3.123456,-2.234567,-0.345678,-4.456789,0.56789,-1.789012,-2.890123,-0.456789,0.678901,0.789012,0.890123,-0.901234,-0.012345,0.123456,0.234567,0.345678,0.456789,-0.56789,234.56,1
306.0,-3.456789,2.765432,-1.654321,4.56789,-0.678901,-1.789012,-2.890123,1.901234,-2.012345,-2.123456,3.234567,-2.345678,-0.456789,-4.56789,0.678901,-1.890123,-2.901234,-0.56789,0.789012,0.890123,0.901234,-0.012345,-0.123456,0.234567,0.345678,0.456789,0.56789,-0.678901,345.67,1
408.0,-4.56789,3.654321,-1.54321,5.678901,-0.789012,-1.890123,-2.901234,1.012345,-2.123456,-2.234567,3.345678,-2.456789,-0.56789,-4.678901,0.789012,-1.901234,-2.012345,-0.678901,0.890123,0.901234,0.012345,-0.123456,-0.234567,0.345678,0.456789,0.56789,0.678901,-0.789012,456.78,1
510.0,-5.678901,4.54321,-1.432109,6.789012,-0.890123,-1.901234,-2.012345,1.123456,-2.234567,-2.345678,3.456789,-2.56789,-0.678901,-4.789012,0.890123,-1.012345,-2.123456,-0.789012,0.901234,0.012345,0.123456,-0.234567,-0.345678,0.456789,0.56789,0.678901,0.789012,-0.890123,567.89,1
612.0,-1.789012,0.898989,-1.54321,2.654321,-0.765432,-1.654321,-2.54321,1.432109,-2.321098,-2.410987,3.54321,-2.654321,-0.789012,-4.876543,0.901234,-1.123456,-2.234567,-0.890123,0.012345,0.123456,0.234567,-0.345678,-0.456789,0.56789,0.678901,0.789012,0.890123,-0.901234,678.9,1
714.0,-2.890123,1.787878,-1.654321,3.765432,-0.876543,-1.765432,-2.654321,1.54321,-2.432109,-2.521098,3.654321,-2.765432,-0.890123,-4.987654,0.012345,-1.234567,-2.345678,-0.901234,0.123456,0.234567,0.345678,-0.456789,-0.56789,0.678901,0.789012,0.890123,0.901234,-0.012345,789.01,1
816.0,-3.901234,2.676767,-1.765432,4.876543,-0.987654,-1.876543,-2.765432,1.654321,-2.54321,-2.632109,3.765432,-2.876543,-0.901234,-4.098765,0.123456,-1.345678,-2.456789,-0.012345,0.234567,0.345678,0.456789,-0.56789,-0.678901,0.789012,0.890123,0.901234,0.012345,-0.123456,890.12,1
918.0,-4.012345,3.565656,-1.876543,5.987654,-0.098765,-1.987654,-2.876543,1.765432,-2.654321,-2.74321,3.876543,-2.987654,-0.012345,-4.209876,0.234567,-1.456789,-2.56789,-0.123456,0.345678,0.456789,0.56789,-0.678901,-0.789012,0.890123,0.901234,0.012345,0.123456,-0.234567,901.23,1
1020.0,-5.123456,4.454545,-1.987654,6.098765,-0.209876,-1.098765,-2.987654,1.876543,-2.765432,-2.854321,3.987654,-2.098765,-0.123456,-4.320987,0.345678,-1.56789,-2.678901,-0.234567,0.456789,0.56789,0.678901,-0.789012,-0.890123,0.901234,0.012345,0.123456,0.234567,-0.345678,912.34,1
1122.0,-1.234567,0.343434,-1.098765,2.209876,-0.321098,-1.209876,-2.098765,1.987654,-2.876543,-2.965432,3.098765,-2.209876,-0.234567,-4.432109,0.456789,-1.678901,-2.789012,-0.345678,0.56789,0.678901,0.789012,-0.890123,-0.901234,0.012345,0.123456,0.234567,0.345678,-0.456789,123.45,1
1224.0,-2.345678,1.232323,-1.209876,3.320987,-0.432109,-1.320987,-2.209876,1.098765,-2.987654,-2.076543,3.209876,-2.320987,-0.345678,-4.54321,0.56789,-1.789012,-2.890123,-0.456789,0.678901,0.789012,0.890123,-0.901234,-0.012345,0.123456,0.234567,0.345678,0.456789,-0.56789,234.56,1
1326.0,-3.456789,2.121212,-1.320987,4.432109,-0.54321,-1.432109,-2.320987,1.209876,-2.098765,-2.187654,3.320987,-2.432109,-0.456789,-4.654321,0.678901,-1.890123,-2.901234,-0.56789,0.789012,0.890123,0.901234,-0.012345,-0.123456,0.234567,0.345678,0.456789,0.56789,-0.678901,345.67,1
1428.0,-4.56789,3.010101,-1.432109,5.54321,-0.654321,-1.54321,-2.432109,1.320987,-2.209876,-2.298765,3.432109,-2.54321,-0.56789,-4.765432,0.789012,-1.901234,-2.012345,-0.678901,0.890123,0.901234,0.012345,-0.123456,-0.234567,0.345678,0.456789,0.56789,0.678901,-0.789012,456.78,1
1530.0,-5.678901,3.898989,-1.54321,6.654321,-0.765432,-1.654321,-2.54321,1.432109,-2.321098,-2.409876,3.54321,-2.654321,-0.678901,-4.876543,0.890123,-1.012345,-2.123456,-0.789012,0.901234,0.012345,0.123456,-0.234567,-0.345678,0.456789,0.56789,0.678901,0.789012,-0.890123,567.89,1
1632.0,-1.789012,0.787878,-1.654321,2.765432,-0.876543,-1.765432,-2.654321,1.54321,-2.432109,-2.520987,3.654321,-2.765432,-0.789012,-4.987654,0.012345,-1.123456,-2.234567,-0.890123,0.012345,0.123456,0.234567,-0.345678,-0.456789,0.56789,0.678901,0.789012,0.890123,-0.901234,678.9,1
1734.0,-2.890123,1.676767,-1.765432,3.876543,-0.987654,-1.876543,-2.765432,1.654321,-2.54321,-2.632109,3.765432,-2.876543,-0.890123,-4.098765,0.123456,-1.234567,-2.345678,-0.901234,0.123456,0.234567,0.345678,-0.456789,-0.56789,0.678901,0.789012,0.890123,0.901234,-0.012345,789.01,1
1836.0,-3.901234,2.565656,-1.876543,4.987654,-0.098765,-1.987654,-2.876543,1.765432,-2.654321,-2.74321,3.876543,-2.987654,-0.901234,-4.209876,0.234567,-1.345678,-2.456789,-0.012345,0.234567,0.345678,0.456789,-0.56789,-0.678901,0.789012,0.890123,0.901234,0.012345,-0.123456,890.12,1
1938.0,-4.012345,3.454545,-1.987654,6.098765,-0.209876,-1.098765,-2.987654,1.876543,-2.765432,-2.854321,3.987654,-2.098765,-0.123456,-4.320987,0.345678,-1.456789,-2.56789,-0.123456,0.345678,0.456789,0.56789,-0.678901,-0.789012,0.890123,0.901234,0.012345,0.123456,-0.234567,901.23,1
2040.0,-5.123456,4.343434,-1.098765,2.209876,-0.321098,-1.209876,-2.098765,1.987654,-2.876543,-2.965432,3.098765,-2.209876,-0.234567,-4.432109,0.456789,-1.56789,-2.678901,-0.234567,0.456789,0.56789,0.678901,-0.789012,-0.890123,0.901234,0.012345,0.123456,0.234567,-0.345678,123.45,1
2142.0,-1.234567,0.232323,-1.209876,3.320987,-0.432109,-1.320987,-2.209876,1.098765,-2.987654,-2.076543,3.209876,-2.320987,-0.345678,-4.54321,0.56789,-1.678901,-2.789012,-0.345678,0.56789,0.678901,0.789012,-0.890123,-0.901234,0.012345,0.123456,0.234567,0.345678,-0.456789,234.56,1
2244.0,-2.345678,1.121212,-1.320987,4.432109,-0.54321,-1.432109,-2.320987,1.209876,-2.098765,-2.187654,3.320987,-2.432109,-0.456789,-4.654321,0.678901,-1.789012,-2.890123,-0.456789,0.678901,0.789012,0.890123,-0.901234,-0.012345,0.123456,0.234567,0.345678,0.456789,-0.56789,345.67,1
2346.0,-3.456789,2.010101,-1.432109,5.54321,-0.654321,-1.54321,-2.432109,1.320987,-2.209876,-2.298765,3.432109,-2.54321,-0.56789,-4.765432,0.789012,-1.890123,-2.901234,-0.56789,0.789012,0.890123,0.901234,-0.012345,-0.123456,0.234567,0.345678,0.456789,0.56789,-0.678901,456.78,1
2448.0,-4.56789,2.898989,-1.54321,6.654321,-0.765432,-1.654321,-2.54321,1.432109,-2.321098,-2.409876,3.54321,-2.654321,-0.678901,-4.876543,0.890123,-1.901234,-2.012345,-0.678901,0.890123,0.901234,0.012345,-0.123456,-0.234567,0.345678,0.456789,0.56789,0.678901,-0.789012,567.89,1
2550.0,-5.678901,3.787878,-1.654321,2.765432,-0.876543,-1.765432,-2.654321,1.54321,-2.432109,-2.520987,3.654321,-2.765432,-0.789012,-4.987654,0.012345,-1.012345,-2.123456,-0.789012,0.901234,0.012345,0.123456,-0.234567,-0.345678,0.456789,0.56789,0.678901,0.789012,-0.890123,678.9,1
2652.0,-1.789012,0.676767,-1.765432,3.876543,-0.987654,-1.876543,-2.765432,1.654321,-2.54321,-2.632109,3.765432,-2.876543,-0.890123,-4.098765,0.123456,-1.123456,-2.234567,-0.890123,0.012345,0.123456,0.234567,-0.345678,-0.456789,0.56789,0.678901,0.789012,0.890123,-0.901234,789.01,1
2754.0,-2.890123,1.565656,-1.876543,4.987654,-0.098765,-1.987654,-2.876543,1.765432,-2.654321,-2.74321,3.876543,-2.987654,-0.901234,-4.209876,0.234567,-1.234567,-2.345678,-0.901234,0.123456,0.234567,0.345678,-0.456789,-0.56789,0.678901,0.789012,0.890123,0.901234,-0.012345,890.12,1
2856.0,-3.901234,2.454545,-1.987654,6.098765,-0.209876,-1.098765,-2.987654,1.876543,-2.765432,-2.854321,3.987654,-2.098765,-0.012345,-4.320987,0.345678,-1.345678,-2.456789,-0.012345,0.234567,0.345678,0.456789,-0.56789,-0.678901,0.789012,0.890123,0.901234,0.012345,-0.123456,901.23,1
2958.0,-4.012345,3.343434,-1.098765,2.209876,-0.321098,-1.209876,-2.098765,1.987654,-2.876543,-2.965432,3.098765,-2.209876,-0.123456,-4.432109,0.456789,-1.456789,-2.56789,-0.123456,0.345678,0.456789,0.56789,-0.678901,-0.789012,0.890123,0.901234,0.012345,0.123456,-0.234567,123.45,1
3060.0,-5.123456,4.232323,-1.209876,3.320987,-0.432109,-1.320987,-2.209876,1.098765,-2.987654,-2.076543,3.209876,-2.320987,-0.234567,-4.54321,0.56789,-1.56789,-2.678901,-0.234567,0.456789,0.56789,0.678901,-0.789012,-0.890123,0.901234,0.012345,0.123456,0.234567,-0.345678,234.56,1
3162.0,-1.234567,0.121212,-1.320987,4.432109,-0.54321,-1.432109,-2.320987,1.209876,-2.098765,-2.187654,3.320987,-2.432109,-0.345678,-4.654321,0.678901,-1.678901,-2.789012,-0.345678,0.56789,0.678901,0.789012,-0.890123,-0.901234,0.012345,0.123456,0.234567,0.345678,-0.456789,345.67,1
3264.0,-2.345678,1.010101,-1.432109,5.54321,-0.654321,-1.54321,-2.432109,1.320987,-2.209876,-2.298765,3.432109,-2.54321,-0.456789,-4.765432,0.789012,-1.789012,-2.890123,-0.456789,0.678901,0.789012,0.890123,-0.901234,-0.012345,0.123456,0.234567,0.345678,0.456789,-0.56789,456.78,1
3366.0,-3.456789,1.898989,-1.54321,6.654321,-0.765432,-1.654321,-2.54321,1.432109,-2.321098,-2.409876,3.54321,-2.654321,-0.56789,-4.876543,0.890123,-1.890123,-2.901234,-0.56789,0.789012,0.890123,0.901234,-0.012345,-0.123456,0.234567,0.345678,0.456789,0.56789,-0.678901,567.89,1
3468.0,-4.56789,2.787878,-1.654321,2.765432,-0.876543,-1.765432,-2.654321,1.54321,-2.432109,-2.520987,3.654321,-2.765432,-0.678901,-4.987654,0.012345,-1.901234,-2.012345,-0.678901,0.890123,0.012345,0.123456,-0.234567,-0.345678,0.456789,0.56789,0.678901,0.789012,-0.890123,678.9,1
3570.0,-5.678901,3.676767,-1.765432,3.876543,-0.987654,-1.876543,-2.765432,1.654321,-2.54321,-2.632109,3.765432,-2.876543,-0.789012,-4.098765,0.123456,-1.012345,-2.123456,-0.789012,0.901234,0.123456,0.234567,-0.345678,-0.456789,0.56789,0.678901,0.789012,0.890123,-0.901234,789.01,1
3672.0,-1.789012,0.565656,-1.876543,4.987654,-0.098765,-1.987654,-2.876543,1.765432,-2.654321,-2.74321,3.876543,-2.987654,-0.890123,-4.209876,0.234567,-1.123456,-2.234567,-0.890123,0.012345,0.234567,0.345678,-0.456789,-0.56789,0.678901,0.789012,0.890123,0.901234,-0.012345,890.12,1
3774.0,-2.890123,1.454545,-1.987654,6.098765,-0.209876,-1.098765,-2.987654,1.876543,-2.765432,-2.854321,3.987654,-2.098765,-0.901234,-4.320987,0.345678,-1.234567,-2.345678,-0.012345,0.234567,0.345678,0.456789,-0.56789,-0.678901,0.789012,0.890123,0.901234,0.012345,-0.123456,901.23,1
3876.0,-3.901234,2.343434,-1.098765,2.209876,-0.321098,-1.209876,-2.098765,1.987654,-2.876543,-2.965432,3.098765,-2.209876,-0.012345,-4.432109,0.456789,-1.345678,-2.456789,-0.123456,0.345678,0.456789,0.56789,-0.678901,-0.789012,0.890123,0.901234,0.012345,0.123456,-0.234567,123.45,1
3978.0,-4.012345,3.232323,-1.209876,3.320987,-0.432109,-1.320987,-2.209876,1.098765,-2.987654,-2.076543,3.209876,-2.320987,-0.123456,-4.54321,0.56789,-1.456789,-2.56789,-0.234567,0.456789,0.56789,0.678901,-0.789012,-0.890123,0.901234,0.012345,0.123456,0.234567,-0.345678,234.56,1
4080.0,-5.123456,4.121212,-1.320987,4.432109,-0.54321,-1.432109,-2.320987,1.209876,-2.098765,-2.187654,3.320987,-2.432109,-0.234567,-4.654321,0.678901,-1.56789,-2.678901,-0.345678,0.56789,0.678901,0.789012,-0.890123,-0.901234,0.012345,0.123456,0.234567,0.345678,-0.456789,345.67,1
4182.0,-1.234567,0.010101,-1.432109,5.54321,-0.654321,-1.54321,-2.432109,1.320987,-2.209876,-2.298765,3.432109,-2.54321,-0.345678,-4.765432,0.789012,-1.678901,-2.789012,-0.456789,0.678901,0.789012,0.890123,-0.901234,-0.012345,0.123456,0.234567,0.345678,0.456789,-0.56789,456.78,1
4284.0,-2.345678,0.898989,-1.54321,6.654321,-0.765432,-1.654321,-2.54321,1.432109,-2.321098,-2.409876,3.54321,-2.654321,-0.456789,-4.876543,0.890123,-1.789012,-2.890123,-0.56789,0.789012,0.890123,0.901234,-0.012345,-0.123456,0.234567,0.345678,0.456789,0.56789,-0.678901,567.89,1
4386.0,-3.456789,1.787878,-1.654321,2.765432,-0.876543,-1.765432,-2.654321,1.54321,-2.432109,-2.520987,3.654321,-2.765432,-0.56789,-4.987654,0.012345,-1.890123,-2.901234,-0.678901,0.890123,0.012345,0.123456,-0.234567,-0.345678,0.456789,0.56789,0.678901,0.789012,-0.890123,678.9,1
4488.0,-4.56789,2.676767,-1.765432,3.876543,-0.987654,-1.876543,-2.765432,1.654321,-2.54321,-2.632109,3.765432,-2.876543,-0.678901,-4.098765,0.123456,-1.901234,-2.012345,-0.789012,0.901234,0.123456,0.234567,-0.345678,-0.456789,0.56789,0.678901,0.789012,0.890123,-0.901234,789.01,1
4590.0,-5.678901,3.565656,-1.876543,4.987654,-0.098765,-1.987654,-2.876543,1.765432,-2.654321,-2.74321,3.876543,-2.987654,-0.789012,-4.209876,0.234567,-1.012345,-2.123456,-0.890123,0.012345,0.234567,0.345678,-0.456789,-0.56789,0.678901,0.789012,0.890123,0.901234,-0.012345,890.12,1
4692.0,-1.789012,0.454545,-1.987654,6.098765,-0.209876,-1.098765,-2.987654,1.876543,-2.765432,-2.854321,3.987654,-2.098765,-0.890123,-4.320987,0.345678,-1.123456,-2.234567,-0.012345,0.234567,0.345678,0.456789,-0.56789,-0.678901,0.789012,0.890123,0.901234,0.012345,-0.123456,901.23,1
4794.0,-2.890123,1.343434,-1.098765,2.209876,-0.321098,-1.209876,-2.098765,1.987654,-2.876543,-2.965432,3.098765,-2.209876,-0.901234,-4.432109,0.456789,-1.234567,-2.345678,-0.123456,0.345678,0.456789,0.56789,-0.678901,-0.789012,0.890123,0.901234,0.012345,0.123456,-0.234567,123.45,1
4896.0,-3.901234,2.232323,-1.209876,3.320987,-0.432109,-1.320987,-2.209876,1.098765,-2.987654,-2.076543,3.209876,-2.320987,-0.012345,-4.54321,0.56789,-1.345678,-2.456789,-0.234567,0.456789,0.56789,0.678901,-0.789012,-0.890123,0.901234,0.012345,0.123456,0.234567,-0.345678,234.56,1
4998.0,-4.012345,3.121212,-1.320987,4.432109,-0.54321,-1.432109,-2.320987,1.209876,-2.098765,-2.187654,3.320987,-2.432109,-0.123456,-4.654321,0.678901,-1.456789,-2.56789,-0.345678,0.56789,0.678901,0.789012,-0.890123,-0.901234,0.012345,0.123456,0.234567,0.345678,-0.456789,345.67,1
5100.0,-5.123456,4.010101,-1.432109,5.54321,-0.654321,-1.54321,-2.432109,1.320987,-2.209876,-2.298765,3.432109,-2.54321,-0.234567,-4.765432,0.789012,-1.56789,-2.678901,-0.456789,0.678901,0.789012,0.890123,-0.901234,-0.012345,0.234567,0.345678,0.456789,0.56789,-0.56789,456.78,1
5202.0,-1.234567,0.898989,-1.54321,6.654321,-0.765432,-1.654321,-2.54321,1.432109,-2.321098,-2.409876,3.54321,-2.654321,-0.345678,-4.876543,0.890123,-1.678901,-2.789012,-0.56789,0.789012,0.890123,0.901234,-0.012345,-0.123456,0.345678,0.456789,0.56789,0.678901,-0.678901,567.89,1
