Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
171.0,-2.312,1.951,-1.609,3.997,-0.522,-1.426,-2.537,1.391,-2.770,-2.772,3.202,-2.899,-0.595,-4.289,0.389,-1.140,-2.830,-0.016,0.416,0.126,0.517,-0.035,-0.465,0.320,0.044,0.177,0.261,-0.143,0.0,1
289.0,-3.043,-3.157,1.088,2.288,1.359,-1.064,0.325,-0.067,-0.27,-0.838,-0.414,-0.503,0.676,-1.692,2.0,0.666,0.599,1.725,0.283,2.102,0.661,0.435,1.375,-0.293,0.279,-0.145,-0.252,0.035,529.0,1
560.0,-2.303,1.759,-0.359,2.33,-0.821,-0.075,0.562,-0.399,-0.238,-1.525,2.032,-6.56,0.022,-1.47,-0.698,-2.282,-4.781,-2.615,-1.334,-0.43,-0.294,-0.932,0.172,-0.087,-0.156,-0.542,0.039,-0.153,239.93,1
782.0,-4.397,1.358,-2.592,2.679,-1.128,-1.706,-3.496,-0.248,-0.247,-4.801,4.895,-10.912,0.184,-6.771,-0.007,-7.358,-12.598,-5.131,0.308,-0.171,0.573,0.176,-0.436,-0.053,0.252,-0.657,-0.827,0.849,59.0,1
1056.0,1.234,3.019,-4.304,4.732,3.624,-1.357,1.713,-0.496,-1.282,-2.447,2.101,-4.609,1.464,-6.079,-0.339,2.581,6.739,3.042,-2.721,0.009,-0.379,-0.704,-0.656,-1.632,1.488,0.566,-0.01,0.146,1.0,1
1280.0,0.008,4.137,-6.24,6.675,0.768,-3.353,-1.631,0.154,-2.795,-6.187,5.664,-9.854,-0.306,-10.691,-0.638,-2.041,-1.129,0.116,-1.934,0.488,0.364,-0.608,-0.539,0.128,1.488,0.507,0.735,0.513,1.0,1
1432.0,0.026,4.132,-6.56,6.348,1.329,-2.513,-1.689,0.303,-3.139,-6.045,6.754,-8.948,0.702,-10.733,-1.379,-1.638,-1.746,0.776,-1.327,0.587,0.37,-0.576,-0.669,-0.759,1.605,0.54,0.737,0.496,1.0,1
1605.0,0.329,3.712,-5.775,6.078,1.667,-2.42,-0.812,0.133,-2.214,-5.134,4.56,-8.873,-0.797,-9.177,-0.257,-0.871,1.313,0.773,-2.37,0.269,0.156,-0.652,-0.551,-0.716,1.415,0.555,0.53,0.404,1.0,1
1803.0,0.316,3.809,-5.615,6.047,1.554,-2.651,-0.746,0.055,-2.678,-4.959,6.439,-7.52,0.386,-9.252,-1.365,-0.502,0.784,1.494,-1.808,0.388,0.208,-0.511,-0.583,-0.219,1.474,0.491,0.518,0.402,1.0,1
2009.0,0.725,2.3,-5.329,4.007,-1.73,-1.732,-3.968,1.063,-0.486,-4.624,5.588,-7.148,1.68,-6.21,0.495,-3.599,-4.83,-0.649,2.25,0.504,0.589,0.109,0.601,-0.364,-1.843,0.351,0.594,0.099,1.0,1
