Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
472.0,-3.14369072120636,-3.25745721811108,1.18861287718165,2.1887937155902,1.25995522686987,-1.16497262019011,0.225424163367414,-0.167943750399428,-0.371102933435348,-0.938736661791481,-0.514725545494525,-0.603290956775624,0.576351441844663,-1.79217903026786,2.10078493629895,0.566629593110766,0.499567311050532,1.62517090466394,0.183194727358295,2.00218868980324,0.561545822054506,0.335327106175141,1.27581563975186,-0.393953249942821,0.179647929050014,-0.245511612023961,-0.352923219739505,0.135614122387016,429.0,1
4462.0,-2.40349966479433,1.6590973574758,-0.459894840538852,2.23009294774797,-0.921778425583222,-0.175937667827259,0.462169679475754,-0.499296675696016,-0.338403464870546,-1.62556172377074,1.93276205475952,-6.66027439226842,-0.077212779319704,1.36995143332017,-0.798976165787847,-2.38234392577131,-4.88198095318413,-2.71581504197004,-1.43459116388187,-0.530171964380411,-0.394316414763553,-1.03254115448379,0.0725761980082219,-0.187479635178872,-0.256264361859972,-0.642778086249996,-0.0605841091180193,-0.253178893738588,139.93,1
6986.0,-4.49812453892879,1.25821692560638,-2.6929943154661,2.57963686415752,-1.22828103929836,-1.80668648495831,-3.59634739023347,-0.348927840234473,-0.34791899668888,-4.90178750323693,4.79569412068403,-11.0129694166107,0.0842215830431875,-6.87124682188963,-0.107476279786512,-7.45823331853226,-12.6985686377599,-5.23169872563863,0.208183842967891,-0.27175797585676,0.473423965633552,0.0768176152569944,-0.536356980806201,-0.153651962097228,0.152255159160033,-0.757285811973403,-0.927285812194568,0.958723477094568,59.0,1
7519.0,1.13408494334248,2.9195903179122,-4.40474698200545,4.63264502762806,3.52405072776206,-1.45789576036238,1.61329488508115,-0.596508584282791,-1.38200791757202,-2.54761935232031,2.00119376225734,-4.7097784878534,1.36422752197068,-6.17948729028885,-0.439387469941377,2.48170085099026,6.63923428299215,2.94234307551291,-2.82100321943715,-0.0900895781954545,-0.47921840430098,-0.804331129424227,-0.756954853557189,-1.73280305413809,1.38875134559117,0.466647170677734,-0.110166320705763,0.0466426371251868,1.0,1
7526.0,-0.0917197378956175,3.13768673218878,-6.34084666915624,6.5755820603436,0.668156921780249,-3.45320964509874,-1.73188476992689,0.0544623454335399,-2.89604256167061,-6.28804072691527,5.56424460577996,-9.95463492007917,-0.406316756092884,-10.7913463090269,-0.738648289882122,-2.14212388828648,-1.22920597424465,0.0163024184351637,-2.03481583610607,0.388228118343515,0.464364106993248,-0.135199470647503,-0.636376976889903,0.0287898802006136,1.38833110727748,0.407812575032649,0.635671533328462,0.413423637888237,1.0,1
7535.0,-0.0733708384499516,3.03231399433883,-6.66075006530538,6.24840657034803,1.22951556625022,-2.61362894452209,-1.78925229752208,0.203102697756388,-3.23955916057337,-6.14561769499681,6.65447534530575,-9.04832867614197,0.602574895308673,-10.8330042004394,-1.47966995402598,-1.73811021206467,-1.84650023348983,0.676594000718554,-1.42750673269935,0.487593116215206,0.270358548702053,-0.67690257038313,-0.769755468975038,-0.859757626747417,1.50490544761568,0.440025293636806,0.637190278902777,0.396549005377137,1.0,1
7543.0,0.229444230526021,3.61273919244983,-5.87608520552546,5.97811540281748,1.56720891032828,-2.52031851072442,-0.912041346700133,0.0329300201795474,-2.31446140925841,-5.23460456831513,4.46057000271103,-8.97389845885415,-0.897633696837274,-9.27731646730026,-0.35717487235304,-0.971838587660364,1.21286353128677,0.673763769761722,-2.47074954780691,0.169622673187084,0.056467066598593,-0.7526005381411,-0.651722316601164,-0.816671732566996,1.31556651229802,0.455114636695689,0.430357286099712,0.304323951737612,1.0,1
7551.0,0.216308897652781,3.70892584388709,-5.71530910840337,5.94729500137398,1.45387485413452,-2.7515032092225,-0.846729170309022,-0.0445637875382748,-2.7788286394487,-5.05964280482376,6.33890324879253,-7.62026749009583,0.28620156461957,-9.35245734468393,-1.46533851212331,-0.602512287826964,0.684276495363074,1.39415450464718,-1.90816185488277,0.288157325447627,0.158678266210574,-0.611896716409522,-0.683963218222623,-0.319995126300213,1.37460248161568,0.39004112286443,0.418718181786087,0.30068748177223,1.0,1
7610.0,0.625495636186657,2.20074433497483,-5.43012628021797,3.90753270189018,-1.83056068746086,-1.83234266543124,-4.06874271534587,0.963578050649855,-0.586246650553633,-4.72513505148376,5.488573811884,-7.24839273358725,1.58030063817232,-6.31040784381908,0.395132020023098,-3.6996903064272,-4.9304743396395,-0.749240217420494,2.1502731459969,0.404496123312086,0.489519024532998,0.0093912164387134,0.501195173729879,-0.464850381428239,-1.94322778936074,0.251759195643692,0.494399875295264,0.0992221332504487,1.0,1
7672.0,0.602559796465553,2.32628270321388,-5.33466339304932,4.31651114011756,-2.27095631312653,-2.76770365842343,-3.97823855204452,0.811186019438995,-0.266349136384742,-5.10939859933631,4.57557931586557,-8.26733814893969,0.538409179389299,-6.86348448783202,1.19671015326507,-3.91190850698669,-3.85427816339609,-1.14932749948786,1.45404716066777,0.322593026407502,0.451029586326048,-0.109952454521053,0.621848127278415,0.373095648610833,-2.0594538683775,0.21932548271626,0.500334813695159,0.129155122305366,1.0,1
7740.0,0.92372376573019,1.90133516347493,-4.86990192941854,3.71904448259145,-1.3719043245785,-1.8348125240491,-3.15939512881776,0.789654689184003,0.315232010445462,-4.05596244073617,3.47190471279664,-7.28660168771468,0.0470922380109091,-5.34945464610642,1.57818357079415,-2.74162320636058,-1.41220865728227,-0.491866148161305,1.01811344896692,0.104684476251071,0.24313254593005,-0.154005024003734,0.609504849705943,-0.472365273040211,0.266627499279992,0.348926499279293,0.295020566466514,-0.0799443638623591,1.0,1
7891.0,-1.68565546412874,3.16143444543713,-4.23757208025903,2.25694614920012,-1.50519341091015,-1.97958729027357,-3.61383696808534,1.41545664289696,-1.30731695840976,-6.33471142977188,5.35059596458766,-7.43386416457273,1.26104322128711,-6.70821834940349,-0.581219522108629,-2.70262796764869,-4.93526214995297,-0.653176186311702,0.25179884056536,0.215807156146311,0.401393047676336,-0.64691890878269,-0.1767337418501,-0.525700464050381,0.0234940835608025,0.221834436545413,0.180134316272592,0.132666616872991,1.0,1
8090.0,-1.88343093443689,3.30264361028511,-3.92289236273085,2.52521805097524,-2.07656550857164,-2.44116692452147,-3.53070924604465,1.31305341120178,-0.876090032763716,-6.29903182595168,4.26656338352225,-8.34341253097293,0.238409938441379,-6.69070039426072,0.165425993140965,-3.12860248566937,-4.31463637206488,-1.31375722509095,-0.365571464601624,0.264938896889302,0.354881828945116,-0.676902570205259,0.221939796162053,0.361550244574233,-0.0560706719930563,0.208140534806029,0.43035768509998,0.143595495330911,1.0,1
8169.0,0.757170900574753,3.99376172423794,-7.52404368669439,7.28009441499583,0.873215920097488,-2.83091161378937,-1.59664715354364,0.442865069901722,-2.45134005654147,-4.04408839515315,6.25592763384284,-7.40989808103291,0.6483004477863,-9.15814262664625,-0.748795006283586,-1.17326662413608,1.42435081246834,1.73121342904488,-0.189874508102346,0.383152547704084,0.275876182337817,0.0452497505565818,0.340553068278663,-0.334799126826896,-1.10473084440924,0.335681813451638,0.518173702377282,0.148318841658197,1.0,1
8408.0,-1.91348058197777,4.81770060777445,-6.02627979121536,5.60135032862083,1.10424246935242,-2.93528764536491,-1.81355216067988,0.461107288110832,-3.89650434892043,-7.55499074799231,7.28890502012905,-10.5753787476187,-0.479464624964917,-11.8368792184651,-2.18713904936473,-2.54250388014635,-3.63567360889126,0.230210209849687,-2.17160058565205,0.476505930540869,0.515491732005352,-0.506577922782101,-0.83716817364674,-0.379791869424781,1.0066162716423,0.223092482928253,0.794616994616632,0.469368697377313,1.0,1
8415.0,-0.35162087386903,4.01337322396023,-6.99158781371027,6.69664657775983,0.516145402459173,-3.06647656908283,-2.53680262408594,0.389177801046814,-3.47178866880223,-6.91096319659096,7.52023915557788,-10.3854326135407,-0.442594432278454,-11.6436479632943,-1.4351378004923,-2.78943430165947,-3.30453350016642,0.186371798900942,-1.41464519386187,0.532659861003626,0.436741971655428,-0.646276120938044,-0.7053896448209,-0.363893556802357,1.43976572798748,0.423423593889851,0.791265582174905,0.469990732829613,1.0,1
8451.0,0.21444648650338,2.56052027378421,-6.02018747755343,4.42234950229778,-2.4151773833925,-2.37850175115656,-4.78420403352449,1.10212016243978,-0.794845608409149,-5.62642815706714,6.56228672792132,-8.62561502255443,0.642595344096219,-7.77881810750823,0.493919968555331,-4.57828669255204,-5.94441657658237,-1.2028808917871,2.07723558374785,0.462555540520044,0.643164243486783,-0.0350917478855103,0.577691572459146,-0.0171422794649601,-2.01118456095902,0.222038295644664,0.521016436029288,0.0856186911585034,1.0,1
8528.0,0.347245450511275,2.38180376359623,-5.76096302862285,4.3557727093024,-2.5439298512513,-2.28519035968114,-4.81629204190973,1.15065314894027,-0.818476163782492,-5.4904803528689,6.45403742215713,-8.58549647198358,0.535131306002791,-7.11905165637492,0.43966358083718,-4.74901439602199,-6.3885076069911,-1.43946241965611,2.16283468483399,0.449462868094506,0.655902770334873,0.0350178702234916,0.565260997882345,0.0803136889337726,-2.00836750875668,0.234657495895591,0.648684181046556,0.0750021308526961,1.0,1
8614.0,-2.27007907279962,3.5395038964132,-4.60864788338608,2.63051804605775,-2.22284296773928,-2.44116692487246,-4.33540318011493,1.60338755484388,-1.40542923065187,-6.8168701199215,6.25346221636471,-8.70179836097344,0.349779935446025,-7.60631947129025,-0.538231879020267,-3.79466609551836,-6.40490348323929,-1.36773722508995,0.257836927692053,0.4006299511595,0.545253172830178,-0.603679546119998,-0.1006729190271,0.128745875976873,0.19215753063352,0.208347828785836,0.452440811862641,0.198804375918599,1.0,1
