Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1000.0,-1.2543,0.8632,-2.1324,3.1245,-0.4521,-1.2345,-2.5432,1.4321,-2.6543,-2.7654,3.1234,-2.8765,-0.6543,-4.1234,0.4321,-1.1234,-2.7654.1,-0.0321,0.4321.1,0.1234,0.5432,-0.0543,-0.4321,0.3210,0.0543,0.1876,0.2654,-0.1543,100.0,1
1010.0,-2.1324,1.7543,-1.5432,3.8765,-0.5432,-1.6543,-2.1765,1.5432,-2.9876,-2.4321,3.4321,-2.5432,-0.4321,-4.6543,0.5432,-1.6543,-2.5432,-0.021,0.5432,0.1543,0.6543,-0.0432,-0.5432,0.4321,0.0654,0.1987,0.2765,-0.1654,200.0,1
1020.0,-1.5432,0.9876,-1.8765,3.5432,-0.6543,-1.5432,-2.4321,1.6543,-2.8765,-2.5432,3.6543,-2.4321,-0.5432,-4.5432,0.6543,-1.5432,-2.4321,-0.0432,0.6543,0.1654,0.7654,-0.0321,-0.6543,0.5432,0.0765,0.2098,0.2876,-0.1765,150.0,1
1030.0,-2.5432,1.5432,-1.4321,3.6543,-0.7654,-1.4321,-2.321,1.7654,-2.7654,-2.6543,3.7654,-2.321,-0.6543,-4.4321,0.7654,-1.4321,-2.321,-0.0543,0.7654,0.1765,0.8765,-0.021,-0.7654,0.6543,0.0876,0.2209,0.2987,-0.1876,250.0,1
1040.0,-1.4321,0.7654,-2.5432,3.4321,-0.8765,-1.8765,-2.6543,1.8765,-2.6543,-2.7654,3.8765,-2.2109,-0.7654,-4.321,0.8765,-1.8765,-2.2109,-0.0654,0.8765,0.1876,0.9876,-0.0109,-0.8765,0.7654,0.0987,0.232,0.3098,-0.1987,300.0,1
1050.0,-1.8765,1.4321,-1.7654,3.2109,-0.9876,-1.7654,-2.0987,1.9876,-2.5432,-2.8765,3.2109,-2.0987,-0.8765,-4.2109,0.9876,-1.7654,-2.0987,-0.0765,0.9876,0.1987,1.0987,-0.0321,-0.9876,0.8765,0.1098,0.2431,0.3209,-0.2098,350.0,1
1060.0,-2.7654,1.8765,-1.0987,3.0987,-0.4321,-1.0987,-2.9876,1.0987,-2.4321,-2.9876,3.0987,-2.9876,-0.9876,-4.0987,1.0987,-1.0987,-2.9876,-0.0876,1.0987,0.2098,1.2098,-0.0432,-0.0987,0.9876,0.1209,0.2542,0.332,-0.2209,400.0,1
1070.0,-1.0987,0.9876,-2.9876,2.9876,-0.5432,-1.4321,-2.8765,1.2098,-2.321,-2.0987,3.9876,-2.8765,-0.0987,-4.9876,1.2098,-1.4321,-2.8765,-0.0987,1.2098,0.2209,1.3209,-0.0543,-0.1098,1.0987,0.132,0.2653,0.3431,-0.232,450.0,1
1080.0,-1.6543,0.8765,-1.8765,2.8765,-0.6543,-1.5432,-2.7654,1.3209,-2.2109,-2.2109,2.8765,-2.7654,-0.2098,-4.8765,1.3209,-1.5432,-2.7654,-0.1098,1.3209,0.232,1.4321,-0.0654,-0.1209,1.2098,0.1431,0.2764,0.3542,-0.2431,500.0,1
1090.0,-2.9876,1.5432,-1.2109,2.7654,-0.7654,-1.6543,-2.6543,1.4321,-2.0987,-2.321,2.7654,-2.6543,-0.321,-4.7654,1.4321,-1.6543,-2.6543,-0.1209,1.4321,0.2431,1.5432,-0.0765,-0.132,1.3209,0.1542,0.2875,0.3653,-0.2542,550.0,1
1100.0,-1.7654,0.7654,-2.6543,2.6543,-0.8765,-1.7654,-2.5432,1.5432,-2.9876,-2.4321,2.6543,-2.5432,-0.4321,-4.6543,1.5432,-1.7654,-2.5432,-0.132,1.5432,0.2542,1.6543,-0.0876,-0.1431,1.4321,0.1653,0.2986,0.3764,-0.2653,600.0,1
1110.0,-3.0987,1.4321,-1.0987,2.5432,-0.9876,-1.0987,-2.4321,1.6543,-2.8765,-2.5432,2.5432,-2.4321,-0.5432,-4.5432,1.6543,-1.0987,-2.4321,-0.1431,1.6543,0.2653,1.7654,-0.0987,-0.1542,1.5432,0.1764,0.3097,0.3875,-0.2764,650.0,1
1120.0,-1.0987,0.6543,-2.5432,2.4321,-0.4321,-1.9876,-2.9876,1.7654,-2.7654,-2.6543,2.4321,-2.321,-0.6543,-4.4321,1.7654,-1.9876,-2.321,-0.1542,1.7654,0.2764,1.8765,-0.1098,-0.1653,1.6543,0.1875,0.3208,0.3986,-0.2875,700.0,1
1130.0,-1.4321,0.5432,-1.4321,2.321,-0.5432,-1.8765,-2.2109,1.8765,-2.6543,-2.7654,2.321,-2.2109,-0.7654,-4.321,1.8765,-1.8765,-2.2109,-0.1653,1.8765,0.2875,1.9876,-0.1209,-0.1764,1.7654,0.1986,0.3319,0.4097,-0.2986,750.0,1
