Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
100.0,-2.312,-1.951,1.609,-3.998,0.522,1.427,2.537,-1.392,2.770,2.772,-3.202,2.900,0.595,4.289,-0.390,1.141,2.830,0.017,-0.417,-0.127,-0.517,0.035,0.465,-0.320,-0.045,-0.178,-0.261,0.143,100.00,1
200.0,-3.044,-3.157,-1.088,-2.289,-1.36,1.065,-0.326,0.068,0.271,0.839,0.415,0.503,-0.677,1.692,-2.001,-0.667,-0.6,-1.725,-0.283,-2.102,-0.662,-0.435,-1.376,0.294,-0.28,0.145,0.253,-0.036,200.0,1
300.0,-2.303,-1.759,0.36,-2.33,0.822,0.076,-0.562,0.399,0.238,1.525,-2.033,6.56,-0.023,1.47,0.699,2.282,4.782,2.616,1.334,0.43,0.294,0.932,-0.173,0.087,0.156,0.543,-0.04,0.153,300.0,1
400.0,-4.398,-1.358,2.593,-2.68,1.128,1.707,3.496,0.249,0.248,4.802,-4.896,10.913,-0.184,6.771,0.007,7.358,12.598,5.132,-0.308,0.172,-0.574,-0.177,0.436,0.054,-0.252,0.657,0.827,-0.85,400.0,1
500.0,1.234,-3.02,4.305,-4.733,-3.624,1.358,-1.713,0.496,1.283,2.447,-2.101,4.61,-1.464,6.079,0.339,-2.582,-6.739,-3.042,2.722,-0.009,0.379,0.704,0.657,1.633,-1.489,-0.567,0.01,-0.147,500.0,1
600.0,0.008,-4.138,6.241,-6.676,-0.768,3.353,1.632,-0.155,2.796,6.188,-5.664,9.854,0.306,10.691,0.638,2.042,1.129,-0.116,1.935,-0.488,-0.365,0.608,0.54,-0.129,-1.488,-0.508,-0.736,-0.514,600.0,1
700.0,0.027,-4.132,6.561,-6.349,-1.33,2.513,1.689,-0.303,3.139,6.045,-6.755,8.948,-0.703,10.734,1.38,1.639,1.746,-0.777,1.327,-0.588,-0.371,0.577,0.67,0.76,-1.605,-0.541,-0.737,-0.497,700.0,1
800.0,0.33,-3.713,5.776,-6.078,-1.667,2.42,0.813,-0.133,2.214,5.134,-4.561,8.874,0.797,9.177,0.257,0.872,-1.313,-0.774,2.371,-0.27,-0.157,0.652,0.552,0.717,-1.416,-0.555,-0.531,-0.404,800.0,1
900.0,0.316,-3.809,5.615,-6.047,-1.554,2.651,0.747,-0.056,2.679,4.959,-6.439,7.52,-0.386,9.252,1.365,0.502,-0.784,-1.494,1.808,-0.388,-0.209,0.512,0.584,0.22,-1.475,-0.491,-0.519,-0.403,900.0,1
1000.0,0.726,-2.301,5.33,-4.008,1.73,1.732,3.969,-1.064,0.486,4.625,-5.589,7.148,-1.68,6.21,-0.495,3.6,4.83,0.649,-2.25,-0.505,-0.59,-0.11,-0.601,0.365,1.843,-0.352,-0.595,-0.099,1000.0,1
