Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
101.0,-2.123456,1.234567,-1.345678,2.456789,-0.567890,-1.678901,-2.789012,1.890123,-2.901234,-3.012345,2.123456,-2.234567,-0.345678,-3.456789,0.567890,-1.678901.1,-2.789012.1,-0.890123,0.901234,0.012345,0.123456,-0.234567,-0.345678.1,0.456789,0.567890.1,0.678901,0.789012,-0.890123.1,10.00,1
202.0,-3.234567,-2.345678,1.456789,3.56789,1.678901,-0.789012,0.890123,-0.901234,-0.012345,-0.123456,-0.234567,-0.345678,0.456789,-1.56789,1.678901,0.789012,0.890123,1.901234,0.012345,2.123456,0.234567,0.345678,1.456789,-0.56789,0.678901,-0.789012,-0.890123,0.901234,20.0,1
303.0,-2.345678,1.456789,-0.56789,2.678901,-0.789012,-0.890123,0.901234,-0.012345,-0.123456,-1.234567,2.345678,-3.456789,0.56789,-2.678901,-0.789012,-2.890123,-3.901234,-1.012345,-0.123456,-0.234567,-0.345678,-0.456789,0.56789,-0.678901,-0.789012,-0.890123,0.901234,-0.012345,30.0,1
404.0,-4.456789,2.56789,-2.678901,3.789012,-1.890123,-2.901234,-3.012345,-0.123456,-0.234567,-3.345678,4.456789,-5.56789,0.678901,-4.789012,-0.890123,-4.901234,-5.012345,-2.123456,0.234567,-0.345678,0.456789,0.56789,-0.678901,-0.789012,0.890123,-0.901234,-1.012345,1.123456,40.0,1
505.0,1.56789,3.678901,-3.789012,5.890123,2.901234,-2.012345,2.123456,-0.234567,-1.345678,-3.456789,3.56789,-5.678901,1.789012,-5.890123,-0.901234,3.012345,5.123456,2.234567,-2.345678,0.345678,-0.456789,-0.56789,-0.678901,-1.789012,1.890123,0.901234,-0.012345,0.123456,50.0,1
606.0,0.678901,4.789012,-6.890123,6.901234,1.012345,-3.123456,-1.234567,0.345678,-2.456789,-5.56789,5.678901,-7.789012,-0.890123,-9.012345,-1.123456,-2.234567,-1.345678,0.456789,-2.56789,0.56789,0.678901,-0.789012,-0.890123,0.901234,1.012345,0.123456,0.234567,0.345678,60.0,1
707.0,0.789012,4.890123,-7.901234,7.012345,1.123456,-2.234567,-1.345678,0.456789,-3.56789,-6.678901,6.789012,-8.890123,0.901234,-10.012345,-1.234567,-1.345678,-2.456789,1.56789,-1.678901,0.678901,0.789012,-0.890123,-0.901234,-1.012345,1.123456,0.234567,0.345678,0.456789,70.0,1
808.0,0.890123,4.901234,-7.012345,6.123456,1.234567,-2.345678,-0.456789,0.56789,-2.678901,-6.789012,7.890123,-8.901234,0.012345,-10.123456,-1.345678,-1.456789,-3.56789,1.678901,-1.789012,0.789012,0.890123,-0.901234,-1.012345,-1.123456,1.234567,0.345678,0.456789,0.56789,80.0,1
909.0,1.901234,5.012345,-6.123456,5.234567,0.345678,-2.456789,-0.56789,0.678901,-1.789012,-5.890123,7.901234,-8.012345,1.123456,-9.234567,-0.456789,-2.56789,-4.678901,1.789012,-0.890123,0.890123,0.901234,-1.012345,-1.123456,-0.234567,1.345678,0.456789,0.56789,0.678901,90.0,1
1010.0,1.012345,3.123456,-4.234567,4.345678,-1.456789,-1.56789,-2.678901,1.789012,-0.890123,-4.901234,5.012345,-6.123456,1.234567,-7.345678,0.56789,-3.678901,-5.789012,-1.901234,2.012345,-0.012345,0.012345,-0.345678,0.678901,-0.789012,-0.890123,-0.901234,-0.012345,0.123456,100.0,1
