Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
103923.54,-6.033,-0.592,10.979,-6.985,-3.942,1.216,-4.194,-1.107,-0.509,1.220,5.914,-3.397,-5.207,9.154,0.658,-10.852,11.725,-0.740,-2.238,0.549,-1.110,1.047,3.209,-4.186,0.851,1.462,3.001,98.21,1
15546.4,3.995,0.795,-7.125,2.815,-3.063,3.507,4.175,0.376,3.307,1.338,-6.515,1.932,-1.178,-4.25,3.058,2.162,-5.14,-1.761,-5.456,0.806,-3.314,0.385,-1.512,3.116,0.033,-1.084,-2.769,1420.5,1
41263.46,-11.89,-1.057,4.053,-3.61,2.674,-0.945,-5.378,0.761,-3.951,-3.837,1.942,-0.182,6.662,-9.733,1.691,-4.736,4.41,-5.334,1.058,-1.74,0.426,-2.251,0.947,-4.027,-0.947,-1.313,5.472,38.55,1
116764.28,8.32,-2.242,-1.821,3.718,5.514,-2.813,7.548,-9.041,3.217,-4.837,0.903,5.228,-1.404,1.155,-0.998,8.904,-7.105,3.921,-0.083,-6.393,-2.882,0.992,-0.141,2.372,1.823,2.102,-6.471,927.68,1
124279.6,-0.942,5.598,-6.499,4.129,1.633,-4.965,3.694,-0.443,-1.859,2.109,-2.262,2.98,-7.636,2.009,1.792,-3.118,-3.929,1.125,-3.553,7.874,-1.892,-1.336,3.647,-1.751,3.47,-0.49,-3.57,27.04,1
87602.85,2.96,-3.334,2.015,6.607,-6.145,-2.714,1.262,-0.611,-4.303,3.108,-3.399,-0.34,-2.73,7.637,-2.095,-5.66,0.342,-8.074,4.657,1.313,-0.832,-0.695,4.115,-2.108,2.777,1.484,-4.859,15.9,1
161586.65,-8.819,4.722,1.189,-8.707,-0.389,5.542,-2.373,2.499,-2.203,-5.747,6.401,3.141,0.308,-4.696,3.479,-1.37,-0.107,2.858,-6.767,3.309,-5.924,1.202,-2.256,0.983,5.246,-2.311,1.453,561.3,1
164243.19,-0.139,0.449,-9.6,3.919,0.741,-1.756,3.343,-1.843,-1.289,6.658,-8.006,-2.994,4.447,0.882,1.629,-7.944,9.834,-3.569,1.115,3.347,0.912,-3.159,-2.675,4.625,-4.731,1.867,-1.158,13.7,1
120690.1,6.369,-6.569,7.589,-2.456,8.347,-3.855,1.018,-2.089,5.367,-0.755,-4.552,0.003,-4.44,-6.022,2.428,1.646,-5.87,-2.098,-0.043,6.644,2.399,4.644,-5.415,-1.689,3.125,-0.147,-0.48,50.23,1
68222.13,0.966,8.215,-4.262,1.821,-8.356,0.54,-3.795,-0.39,4.483,-1.647,-1.971,5.069,0.646,3.62,-6.222,7.433,-4.075,1.675,0.061,-0.489,2.012,-2.342,3.37,-7.336,-3.176,-1.864,-6.6,99.99,1
16083.27,1.652,-4.132,1.575,-5.787,2.937,2.477,-7.614,2.104,-2.287,-0.383,3.428,-4.925,6.58,-2.011,4.506,-3.648,2.203,-5.022,-3.57,-2.047,1.151,-4.203,1.326,6.593,-1.512,2.576,3.982,265.45,1
5521.65,-3.003,7.79,-2.101,7.123,-1.599,-6.54,-4.064,3.718,-3.68,4.874,-7.528,2.32,6.657,-1.347,-5.931,0.332,3.354,-7.62,2.664,-3.48,8.026,-1.455,-3.291,4.259,-4.424,-2.308,1.966,7.3,1
122769.71,5.397,-5.169,0.629,-4.193,1.617,0.815,0.36,-6.144,3.476,-6.642,2.728,-3.48,0.102,-8.348,-0.64,4.506,-4.007,5.083,-1.733,-7.121,-2.191,2.335,-6.868,1.528,-1.969,3.824,-4.362,1.0,1
107893.53,-2.568,-7.967,4.133,6.153,-7.088,-1.582,4.828,-1.819,0.331,-5.665,8.185,-4.003,-2.481,0.465,-7.495,5.098,-8.345,-0.761,2.427,2.594,-3.501,-5.609,1.844,3.169,6.99,-2.784,5.676,2270.65,1
28404.6,4.291,5.33,-4.907,-0.72,2.038,2.771,1.245,3.516,-0.613,-2.604,-1.081,-4.926,5.661,-0.101,0.441,-2.649,7.725,3.658,-6.195,-0.672,6.597,-0.65,5.868,-1.685,-6.199,4.038,-0.513,7.0,1
115999.46,-5.218,4.213,-2.762,3.254,-2.304,-6.366,-2.111,2.678,-5.804,2.096,-4.72,7.88,-2.279,-4.673,6.343,-1.677,-4.315,-3.347,2.469,-2.957,5.445,-1.486,-2.92,3.84,-0.844,-2.24,-5.274,3.74,1
22374.78,7.95,-0.954,6.651,-1.687,-1.608,5.625,-0.487,2.006,-2.431,2.685,-0.988,6.5,-3.936,2.889,-7.944,-0.465,2.344,5.908,-2.558,-0.994,-1.853,0.911,-4.154,2.132,4.148,-3.509,-0.113,27.42,1
128069.59,-4.755,-1.555,2.324,-5.248,8.982,0.177,-7.744,1.486,-6.076,5.875,-2.048,-4.537,2.118,-3.593,0.932,1.693,-9.235,7.176,-3.787,-1.977,1.02,-8.18,5.921,-2.233,-7.698,-0.2,-3.417,13.54,1
9865.42,10.527,-3.931,-6.895,4.77,-1.536,3.017,-5.143,-0.328,2.832,5.215,1.799,-9.192,7.2,0.749,6.037,-0.966,2.861,4.666,-7.045,3.002,2.265,-6.44,7.684,-4.89,-1.548,4.801,-5.301,185.5,1
68944.69,2.409,-6.224,8.431,-2.877,-4.184,1.436,2.861,-7.376,3.129,-3.216,-9.779,5.341,-0.928,1.581,-4.038,6.35,-6.565,1.19,-0.754,4.019,-1.862,3.359,-3.444,1.888,2.149,-6.078,-1.667,83.61,1
139056.1,-7.662,2.676,5.197,-0.055,2.439,4.753,-1.482,0.463,-8.325,1.1,-2.958,4.897,-5.269,-7.779,3.804,-2.037,-7.876,6.927,-5.858,1.867,-1.735,-3.228,0.457,-5.073,-1.141,-2.085,3.965,11.41,1
39733.44,0.589,-3.158,7.777,-4.256,-1.284,2.768,0.882,-1.222,3.809,-5.346,5.142,-6.949,2.13,4.385,-2.352,5.116,-4.044,2.42,-3.009,0.315,0.399,-4.647,2.274,-2.585,5.791,-1.511,-5.332,57.88,1
133514.17,5.346,-4.068,-5.739,10.464,-1.632,-2.388,4.51,-3.222,1.123,-1.199,-7.42,3.575,1.029,-2.797,7.802,-4.433,8.484,-4.488,-2.19,7.882,-6.583,2.831,-7.042,0.704,-3.874,5.807,1.669,96.55,1
35130.19,-10.378,7.072,-1.432,5.956,-5.899,6.006,-2.692,1.954,-5.433,-3.348,6.652,1.257,-0.011,6.564,-5.467,3.458,-1.899,-2.483,1.616,-4.814,-7.58,4.244,-2.071,-6.587,2.007,-0.618,-4.131,8.9,1
32113.98,7.285,-2.519,2.729,-6.415,1.923,-3.758,3.947,-1.233,6.771,-5.648,-4.519,-2.0,-1.108,5.696,-0.183,4.002,-3.627,-1.268,8.077,2.154,-0.126,6.051,-6.157,2.379,2.261,-5.752,-0.257,7.0,1
146860.45,-0.427,8.13,-7.068,2.962,-3.377,0.952,-7.701,5.142,-2.01,4.907,-6.993,2.024,-2.887,3.732,-6.891,0.788,-5.11,3.442,-3.103,-7.637,6.456,-2.158,7.874,-0.588,-2.682,4.071,-3.783,68.08,1
51008.78,-3.804,-0.015,-2.268,7.563,-1.031,-6.678,1.497,-5.403,6.93,2.45,-8.301,1.066,0.473,-2.503,2.263,-4.827,6.184,-1.524,0.964,4.617,-3.516,1.139,-5.73,-1.9,1.576,-3.104,-1.249,1.76,1
132521.23,4.514,5.616,-3.456,-5.044,7.089,-1.447,4.804,-0.548,3.38,-5.006,2.927,-5.685,-1.421,0.671,-3.622,6.003,-7.964,2.762,-1.899,-0.545,5.352,-3.68,2.504,-6.842,-2.292,0.816,-6.022,1379.99,1
149027.94,-9.199,6.762,-2.889,-0.696,-7.426,3.279,-1.807,3.13,-6.174,0.999,-3.115,6.284,-3.561,-6.231,4.929,-0.821,-7.074,5.207,-4.789,-2.861,1.97,-6.719,4.183,-3.425,-5.34,-1.659,-2.607,12.0,1
75020.09,7.839,-3.237,0.778,3.528,6.086,-0.587,7.485,-7.757,4.347,-2.372,-5.416,0.977,-0.184,-2.036,-5.764,8.137,-4.432,3.309,-1.406,-5.269,-2.219,1.745,-1.618,2.069,1.02,2.532,-5.112,5.12,1
89369.99,-4.455,-5.217,3.962,-4.335,1.095,-5.988,2.152,-1.678,-2.515,3.535,-3.258,1.855,-7.887,2.342,1.255,-3.919,-2.668,1.455,-3.887,6.528,-1.555,-2.126,3.897,-1.989,3.89,-0.129,-3.515,83.5,1
159697.5,2.4,6.575,-5.001,2.014,-6.598,-0.269,5.201,-0.052,7.179,-4.004,-6.216,-2.866,2.617,5.928,-8.178,5.672,-6.455,0.081,-4.956,1.619,3.078,-2.58,-4.32,7.003,-2.987,-1.129,-5.934,152.47,1
